DATA,606/1042,606/1050,606/985
10/04/2015 00:00,17.27,14.98,
27/05/2015 00:00,15.76,13.38,19.51
15/06/2015 00:00,,,
19/06/2015 00:00,,,16.62
02/07/2015 00:00,14.91,12.03,
22/07/2015 00:00,,,
31/07/2015 00:00,14.09,11.24,14.77
03/09/2015 00:00,,,11.22
18/09/2015 00:00,12.69,10.95,
01/10/2015 00:00,12.43,10.26,
05/10/2015 00:00,,,9.06
02/11/2015 00:00,,,12.54
06/11/2015 00:00,14.51,16.71,
09/12/2015 00:00,,,13.91
11/12/2015 00:00,14.34,12.51,
04/01/2016 00:00,14.73,13.29,
07/01/2016 00:00,,,15.25
01/02/2016 00:00,15.01,13.59,
02/02/2016 00:00,,,16.09
01/03/2016 00:00,15.23,13.46,
02/03/2016 00:00,,,16.94
07/04/2016 00:00,15.11,13.21,
11/04/2016 00:00,,,16.56
03/05/2016 00:00,15.41,13.25,
04/05/2016 00:00,,,16.34
05/07/2016 00:00,16.04,13.36,
06/07/2016 00:00,,,17.86
08/08/2016 00:00,,,15.72
09/08/2016 00:00,14.64,12.43,
08/09/2016 00:00,,,15.6
14/09/2016 00:00,13.73,,
20/09/2016 00:00,,11.63,
04/10/2016 00:00,,,12.54
11/10/2016 00:00,13.03,11.42,
19/10/2016 00:00,,,
08/11/2016 00:00,,,13.66
10/11/2016 00:00,13.23,12.03,
06/12/2016 00:00,,,16.66
09/12/2016 00:00,14.95,12.95,
06/01/2017 00:00,,,17.81
09/01/2017 00:00,14.91,13.77,
13/01/2017 00:00,,,
03/02/2017 00:00,,,17.43
08/02/2017 00:00,14.94,13.88,
01/03/2017 00:00,,,20.94
08/03/2017 00:00,18.35,17.01,
06/04/2017 00:00,18.68,16.59,
07/04/2017 00:00,,,23.33
10/04/2017 00:00,,,
03/05/2017 00:00,18.27,15.74,
05/05/2017 00:00,,,23.79
07/06/2017 00:00,18.03,15.25,
11/07/2017 00:00,16.7,14.36,
12/07/2017 00:00,,,
07/08/2017 00:00,15.95,,
09/08/2017 00:00,,,
08/09/2017 00:00,15.45,12.96,
13/09/2017 00:00,,,
09/10/2017 00:00,14.36,12.43,
13/10/2017 00:00,,,
08/11/2017 00:00,14.12,12.63,
16/11/2017 00:00,,,
06/12/2017 00:00,,,
07/12/2017 00:00,14.02,,
08/01/2018 00:00,,13.03,
09/01/2018 00:00,,,
15/01/2018 00:00,,,16.39
02/02/2018 00:00,,,16.62
06/02/2018 00:00,9.01,12.69,
05/03/2018 00:00,15.1,17.87,
09/03/2018 00:00,,,16.05
04/04/2018 00:00,16.66,15.01,
10/04/2018 00:00,,,20.86
03/05/2018 00:00,,,23.39
04/05/2018 00:00,18.93,16.65,
08/06/2018 00:00,,,23.72
11/06/2018 00:00,18.39,15.47,
22/06/2018 00:00,,,
05/07/2018 00:00,,,22.96
09/07/2018 00:00,17.76,15.05,
09/08/2018 00:00,16.6,14.22,21.54
11/09/2018 00:00,,,19.05
13/09/2018 00:00,15.86,14.06,
01/10/2018 00:00,,,17.76
08/10/2018 00:00,15.28,,
19/10/2018 00:00,,14.32,
07/11/2018 00:00,,,18.22
09/11/2018 00:00,17.11,13.88,
12/12/2018 00:00,15.7,14.63,
13/12/2018 00:00,,,19.69
08/01/2019 00:00,,,19.74
11/01/2019 00:00,15.56,13.93,
01/02/2019 00:00,,,19.59
06/02/2019 00:00,,,
08/02/2019 00:00,15.29,14.06,
01/03/2019 00:00,,,19.34
18/03/2019 00:00,14.91,13.88,
02/04/2019 00:00,,,
04/04/2019 00:00,14.56,13.21,17.99
03/05/2019 00:00,14.45,13.26,
07/05/2019 00:00,,,17.44
06/06/2019 00:00,,,15.09
07/06/2019 00:00,13.79,12.01,
01/07/2019 00:00,,,13.14
02/07/2019 00:00,13.39,11.11,
05/07/2019 00:00,,,
05/08/2019 00:00,,,
06/08/2019 00:00,12.21,10.21,
05/09/2019 00:00,11.49,9.56,
06/09/2019 00:00,,,8.36
09/09/2019 00:00,,,
02/10/2019 00:00,11.18,9.47,
08/10/2019 00:00,,,7.39
07/11/2019 00:00,11.53,9.81,
12/11/2019 00:00,,,7.44
02/12/2019 00:00,,,8.66
03/12/2019 00:00,11.81,10.16,
10/12/2019 00:00,,,
03/01/2020 00:00,,,10.32
14/01/2020 00:00,11.8,10.28,
04/02/2020 00:00,12.02,10.93,11.46
06/02/2020 00:00,,,
04/03/2020 00:00,,,
12/03/2020 00:00,11.81,10.32,
04/06/2020 00:00,,,
09/06/2020 00:00,10.76,11.15,
07/07/2020 00:00,12.14,10.03,
09/07/2020 00:00,,,
01/08/2020 00:00,12.23,9.51,
04/08/2020 00:00,,,
10/09/2020 00:00,10.68,8.83,
