  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
     0  0.2500000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       2.000000      -2.000000    
     1  0.2500000      0.1269200E-02   0.000000       0.000000      0.1269200E-02   0.000000       0.000000      0.2172925E-02   0.000000       0.000000       0.000000      0.1086463E-02 -0.1086463E-02   0.000000      0.2000000E-02  0.9037256E-03  0.1096275E-02  0.2059984E-16   2.000000      -2.000000    
    31  0.2582779      0.8296994E-02   0.000000      0.8277887E-02  0.7027794E-02   0.000000      0.7080000E-01  0.1989869E-01  0.3993683E-01   0.000000      0.3993683E-01  0.9949345E-02  0.2998749E-01   0.000000      0.7445000E-01  0.3545617E-01  0.3899383E-01  0.1812786E-15   2.041187      -2.041187    
    59  0.2500000      0.6345998E-02   0.000000     -0.8277887E-02 -0.1950996E-02   0.000000      0.6800000E-02  0.6192641E-01  0.3823021E-01   0.000000      0.3823021E-01  0.3096321E-01  0.7267000E-02   0.000000      0.8970000E-01  0.4072509E-01  0.4897491E-01  0.3226586E-15   2.000000      -2.000000    
    90  0.2590042      0.6459892E-02   0.000000      0.9004194E-02  0.1138942E-03   0.000000      0.2180000E-01  0.7958027E-01  0.3936504E-01   0.000000      0.3936504E-01  0.3979013E-01 -0.4250969E-03   0.000000      0.1169500      0.5289714E-01  0.6405286E-01  0.2255141E-15   2.044782      -2.044782    
   120  0.2514017      0.7322935E-02   0.000000     -0.7602447E-02  0.8630430E-03   0.000000      0.1022000       0.000000      0.5661685E-01   0.000000      0.5661685E-01   0.000000      0.5661685E-01   0.000000      0.1057000      0.5232255E-01  0.5337745E-01  0.3642919E-16   2.007003      -2.007003    
   151  0.2500000      0.6345998E-02   0.000000     -0.1401746E-02 -0.9769372E-03   0.000000      0.9980000E-01  0.3493434E-01  0.5702360E-01   0.000000      0.5702360E-01  0.1746717E-01  0.3955643E-01   0.000000      0.1655000      0.8008942E-01  0.8541058E-01  0.3642919E-16   2.000000      -2.000000    
   181  0.2500000      0.6345998E-02   0.000000       0.000000       0.000000       0.000000      0.6000000E-03  0.1623709      0.3807599E-01   0.000000      0.3807599E-01  0.8118543E-01 -0.4310944E-01   0.000000      0.2764000      0.1248949      0.1515051      0.2359224E-15   2.000000      -2.000000    
   212  0.2500000      0.6345998E-02   0.000000       0.000000       0.000000       0.000000       0.000000      0.1620259      0.3934519E-01   0.000000      0.3934519E-01  0.8101296E-01 -0.4166778E-01   0.000000      0.2715000      0.1226807      0.1488193      0.3469447E-15   2.000000      -2.000000    
   243  0.2500000      0.6345998E-02   0.000000       0.000000       0.000000       0.000000      0.4000000E-03  0.1473358      0.3934519E-01   0.000000      0.3934519E-01  0.7366788E-01 -0.3432270E-01   0.000000      0.2398750      0.1083906      0.1314844      0.1804112E-15   2.000000      -2.000000    
   273  0.2527855      0.6527046E-02   0.000000      0.2785487E-02  0.1810484E-03   0.000000      0.1640000E-01  0.9980956E-01  0.3823342E-01   0.000000      0.3823342E-01  0.4990478E-01 -0.1167136E-01   0.000000      0.1657750      0.7500960E-01  0.9076540E-01  0.4293441E-15   2.013904      -2.013904    
