  days  vol_upper      vol_lower      vol_drain      vol_macro      del_vol_upper  del_vol_lower  del_vol_drain  del_vol_macro  rainfall       irrigation     drain_upper    macro_upper    drain_lower    overflow_lower total_rech     gw_withdrawal  net_recharge   runoff         pot_evap_upper evap_upper     pot_evap_lower evap_lower     gw_pot_evap    balance        elevation      depth-to-water 
  2069  4.5809515E-02   0.000000      2.9229809E-06   0.000000     -1.1244157E-02   0.000000     -3.9950816E-06   0.000000      4.0000002E-04   0.000000      3.2090181E-05   0.000000       0.000000       0.000000      3.2090181E-05   0.000000      3.2090181E-05   0.000000      0.1393000      1.1616062E-02   0.000000       0.000000      0.1276839     -1.8655054E-17  0.7337138     -0.7337138    
  2099  3.7788463E-02   0.000000      1.2148119E-06   0.000000     -8.0210518E-03   0.000000     -1.7081690E-06   0.000000      1.0000001E-03   0.000000      1.2275896E-05   0.000000       0.000000       0.000000      1.2275896E-05   0.000000      1.2275896E-05   0.000000      0.1337000      9.0104841E-03   0.000000       0.000000      0.1246895     -2.8111541E-17  0.6587546     -0.6587546    
  2130  0.1290137       0.000000      1.0556903E-04   0.000000      9.1225228E-02   0.000000      1.0435421E-04   0.000000      0.1018000       0.000000      1.3304337E-04   0.000000       0.000000       0.000000      1.3304337E-04   0.000000      1.3304337E-04   0.000000      9.4250000E-02  1.0337373E-02   0.000000       0.000000      8.3912628E-02 -3.5114598E-17   1.335582      -1.335582    
  2160  0.2298140       0.000000      4.4768584E-03   0.000000      0.1008003       0.000000      4.3712894E-03   0.000000      0.1296000       0.000000      4.5917539E-03   0.000000       0.000000       0.000000      4.5917539E-03   0.000000      4.5917539E-03   0.000000      7.2500001E-02  1.9836675E-02   0.000000       0.000000      5.2663326E-02 -6.7654216E-17   1.897795      -1.897795    
  2191  0.2335178       0.000000      4.8575120E-03   0.000000      3.7038584E-03   0.000000      3.8065362E-04   0.000000      5.8799999E-02   0.000000      2.1828135E-02   0.000000       0.000000       0.000000      2.1828135E-02   0.000000      2.1828135E-02   0.000000      8.4500000E-02  3.2887352E-02   0.000000       0.000000      5.1612648E-02 -2.6020852E-17   1.916746      -1.916746    
  2222  0.2774707       0.000000      8.3530696E-03   0.000000      4.3952829E-02   0.000000      3.4955576E-03   0.000000      9.9000003E-02   0.000000      2.3397293E-02   0.000000       0.000000       0.000000      2.3397293E-02   0.000000      2.3397293E-02   0.000000      6.9350001E-02  2.8154324E-02   0.000000       0.000000      4.1195677E-02 -1.0408341E-16   2.135206      -2.135206    
  2251  0.2594052       0.000000      7.8256450E-03   0.000000     -1.8065458E-02   0.000000     -5.2742463E-04   0.000000      6.3000002E-02   0.000000      4.4325001E-02   0.000000       0.000000       0.000000      4.4325001E-02   0.000000      4.4325001E-02   0.000000      7.9400000E-02  3.7267883E-02   0.000000       0.000000      4.2132116E-02 -2.6020852E-17   2.046766      -2.046766    
  2282  0.2258796       0.000000      4.3199903E-03   0.000000     -3.3525574E-02   0.000000     -3.5056547E-03   0.000000      4.7800003E-02   0.000000      3.8149105E-02   0.000000       0.000000       0.000000      3.8149105E-02   0.000000      3.8149105E-02   0.000000      0.1072000      4.6682127E-02   0.000000       0.000000      6.0517872E-02  1.0061396E-16   1.877563      -1.877563    
  2312  0.2156392       0.000000      3.4879882E-03   0.000000     -1.0240432E-02   0.000000     -8.3200208E-04   0.000000      4.7200000E-02   0.000000      1.9433239E-02   0.000000       0.000000       0.000000      1.9433239E-02   0.000000      1.9433239E-02   0.000000      0.1022500      3.8839195E-02   0.000000       0.000000      6.3410806E-02  8.4134089E-17   1.824387      -1.824387    
  2343  0.1657778       0.000000      9.8258654E-04   0.000000     -4.9861358E-02   0.000000     -2.5054017E-03   0.000000      2.0000001E-04   0.000000      1.3379951E-02   0.000000       0.000000       0.000000      1.3379951E-02   0.000000      1.3379951E-02   0.000000      0.1182500      3.9186808E-02   0.000000       0.000000      7.9063192E-02  1.8214596E-17   1.553030      -1.553030    
  2373  0.1478911       0.000000      6.2055446E-04   0.000000     -1.7886750E-02   0.000000     -3.6203208E-04   0.000000      2.2600001E-02   0.000000      4.5780393E-03   0.000000       0.000000       0.000000      4.5780393E-03   0.000000      4.5780393E-03   0.000000      0.1351500      3.6270743E-02   0.000000       0.000000      9.8879258E-02  3.1116602E-17   1.449480      -1.449480    
  2404  0.1203337       0.000000      2.2791621E-04   0.000000     -2.7557407E-02   0.000000     -3.9263825E-04   0.000000      1.2000001E-03   0.000000      2.5778454E-03   0.000000       0.000000       0.000000      2.5778454E-03   0.000000      2.5778454E-03   0.000000      0.1167000      2.6572200E-02   0.000000       0.000000      9.0127802E-02  7.1448923E-17   1.281342      -1.281342    
  2435  0.1070103       0.000000      1.3341073E-04   0.000000     -1.3323407E-02   0.000000     -9.4505473E-05   0.000000      1.5400000E-02   0.000000      1.0937817E-03   0.000000       0.000000       0.000000      1.0937817E-03   0.000000      1.0937817E-03   0.000000      0.1452000      2.7724131E-02   0.000000       0.000000      0.1174759      3.0249241E-17   1.195393      -1.195393    
  2465  9.7736933E-02   0.000000      8.7487762E-05   0.000000     -9.2733416E-03   0.000000     -4.5922972E-05   0.000000      1.3000000E-02   0.000000      5.7546221E-04   0.000000       0.000000       0.000000      5.7546221E-04   0.000000      5.7546221E-04   0.000000      0.1312000      2.1743803E-02   0.000000       0.000000      0.1094562     -4.9656459E-17   1.133361      -1.133361    
  2496  0.1779067       0.000000      1.3930769E-03   0.000000      8.0169739E-02   0.000000      1.3055891E-03   0.000000      0.1046000       0.000000      1.1377803E-03   0.000000       0.000000       0.000000      1.1377803E-03   0.000000      1.1377803E-03   0.000000      0.1143000      2.1986894E-02   0.000000       0.000000      9.2313106E-02 -4.8138576E-17   1.621183      -1.621183    
  2526  0.3157504       0.000000      1.7699340E-02   0.000000      0.1378437       0.000000      1.6306263E-02   0.000000      0.2512000       0.000000      5.1527326E-02   0.000000       0.000000       0.000000      5.1527326E-02   0.000000      5.1527326E-02   0.000000      9.0050001E-02  4.5522661E-02   0.000000       0.000000      4.4527340E-02  1.5959456E-16   2.317251      -2.317251    
  2557  0.2341055       0.000000      5.1285130E-03   0.000000     -8.1644899E-02   0.000000     -1.2570827E-02   0.000000      4.4800000E-02   0.000000      8.5620306E-02   0.000000       0.000000       0.000000      8.5620306E-02   0.000000      8.5620306E-02   0.000000      0.1035000      5.3395420E-02   0.000000       0.000000      5.0104580E-02  1.2143064E-17   1.919745      -1.919745    
  2588  0.1870105       0.000000      1.6799069E-03   0.000000     -4.7095028E-02   0.000000     -3.4486061E-03   0.000000      1.0600000E-02   0.000000      1.9982978E-02   0.000000       0.000000       0.000000      1.9982978E-02   0.000000      1.9982978E-02   0.000000      0.1130000      4.1160656E-02   0.000000       0.000000      7.1839345E-02 -1.3530843E-16   1.671362      -1.671362    
  2616  0.2041775       0.000000      2.6742119E-03   0.000000      1.7166978E-02   0.000000      9.9430498E-04   0.000000      5.6600001E-02   0.000000      1.1884648E-02   0.000000       0.000000       0.000000      1.1884648E-02   0.000000      1.1884648E-02   0.000000      7.4750001E-02  2.6554070E-02   0.000000       0.000000      4.8195930E-02 -9.8662398E-17   1.763935      -1.763935    
  2647  0.1795268       0.000000      1.3782741E-03   0.000000     -2.4650689E-02   0.000000     -1.2959378E-03   0.000000      2.0200000E-02   0.000000      1.1014706E-02   0.000000       0.000000       0.000000      1.1014706E-02   0.000000      1.1014706E-02   0.000000      0.1084000      3.5131922E-02   0.000000       0.000000      7.3268079E-02 -3.7730236E-17   1.630172      -1.630172    
  2677  0.1474904       0.000000      6.3449275E-04   0.000000     -3.2036336E-02   0.000000     -7.4378138E-04   0.000000      1.5400000E-02   0.000000      6.0553555E-03   0.000000       0.000000       0.000000      6.0553555E-03   0.000000      6.0553555E-03   0.000000      0.1492000      4.2124763E-02   0.000000       0.000000      0.1070752     -1.6588293E-17   1.447115      -1.447115    
  2708  0.1339363       0.000000      3.7362913E-04   0.000000     -1.3554127E-02   0.000000     -2.6086362E-04   0.000000      2.2600000E-02   0.000000      2.7956287E-03   0.000000       0.000000       0.000000      2.7956287E-03   0.000000      2.7956287E-03   0.000000      0.1421000      3.3619362E-02   0.000000       0.000000      0.1084806     -1.7087026E-16   1.365792      -1.365792    
  2738  0.1081088       0.000000      1.4125701E-04   0.000000     -2.5827543E-02   0.000000     -2.3237212E-04   0.000000      5.8000000E-03   0.000000      1.4155446E-03   0.000000       0.000000       0.000000      1.4155446E-03   0.000000      1.4155446E-03   0.000000      0.1505000      3.0444370E-02   0.000000       0.000000      0.1200556      6.5106340E-17   1.202615      -1.202615    
  2769  9.0945389E-02   0.000000      6.2642664E-05   0.000000     -1.7163384E-02   0.000000     -7.8614346E-05   0.000000       0.000000       0.000000      6.1408266E-04   0.000000       0.000000       0.000000      6.1408266E-04   0.000000      6.1408266E-04   0.000000      0.1001000      1.6627916E-02   0.000000       0.000000      8.3472085E-02  4.8572257E-17   1.086605      -1.086605    
  2800  0.1321267       0.000000      3.4939970E-04   0.000000      4.1181345E-02   0.000000      2.8675704E-04   0.000000      5.6600001E-02   0.000000      3.8737369E-04   0.000000       0.000000       0.000000      3.8737369E-04   0.000000      3.8737369E-04   0.000000      9.0700000E-02  1.4744525E-02   0.000000       0.000000      7.5955475E-02  1.5883562E-17   1.354731      -1.354731    
  2830  0.1271966       0.000000      2.6120482E-04   0.000000     -4.9301322E-03   0.000000     -8.8194878E-05   0.000000      2.1000000E-02   0.000000      1.9310628E-03   0.000000       0.000000       0.000000      1.9310628E-03   0.000000      1.9310628E-03   0.000000      0.1085000      2.4087264E-02   0.000000       0.000000      8.4412737E-02  6.0823742E-17   1.324332      -1.324332    
  2861  0.1446825       0.000000      5.5194397E-04   0.000000      1.7485906E-02   0.000000      2.9073915E-04   0.000000      5.7200000E-02   0.000000      4.5711459E-03   0.000000       0.000000       0.000000      4.5711459E-03   0.000000      4.5711459E-03   0.000000      0.1279000      3.4852208E-02   0.000000       0.000000      9.3047792E-02 -1.4582519E-16   1.430480      -1.430480    
  2891  0.1693480       0.000000      1.0901591E-03   0.000000      2.4665484E-02   0.000000      5.3821511E-04   0.000000      5.4599999E-02   0.000000      3.2098257E-03   0.000000       0.000000       0.000000      3.2098257E-03   0.000000      3.2098257E-03   0.000000      0.1042000      2.6186475E-02   0.000000       0.000000      7.8013525E-02 -1.0842022E-17   1.573253      -1.573253    
  2922  0.2456520       0.000000      6.5690360E-03   0.000000      7.6304031E-02   0.000000      5.4788770E-03   0.000000      0.1242000       0.000000      1.3698163E-02   0.000000       0.000000       0.000000      1.3698163E-02   0.000000      1.3698163E-02   0.000000      8.4600000E-02  2.8718931E-02   0.000000       0.000000      5.5881069E-02  2.4286129E-17   1.978203      -1.978203    
  2953  0.2178256       0.000000      3.6680644E-03   0.000000     -2.7826459E-02   0.000000     -2.9009716E-03   0.000000      4.9799999E-02   0.000000      4.2532664E-02   0.000000       0.000000       0.000000      4.2532664E-02   0.000000      4.2532664E-02   0.000000      8.6050001E-02  3.7994767E-02   0.000000       0.000000      4.8055234E-02 -1.6523241E-16   1.835805      -1.835805    
  2981  0.2417768       0.000000      6.0496340E-03   0.000000      2.3951268E-02   0.000000      2.3815696E-03   0.000000      8.3200000E-02   0.000000      1.6530454E-02   0.000000       0.000000       0.000000      1.6530454E-02   0.000000      1.6530454E-02   0.000000      0.1043500      4.0336709E-02   0.000000       0.000000      6.4013291E-02 -4.8138576E-17   1.958678      -1.958678    
  3012  0.2016907       0.000000      2.6265206E-03   0.000000     -4.0086142E-02   0.000000     -3.4231134E-03   0.000000      3.3200000E-02   0.000000      2.3344331E-02   0.000000       0.000000       0.000000      2.3344331E-02   0.000000      2.3344331E-02   0.000000      0.1388000      5.3364925E-02   0.000000       0.000000      8.5435076E-02  5.0740662E-17   1.750681      -1.750681    
  3042  0.2426267       0.000000      6.6465117E-03   0.000000      4.0936028E-02   0.000000      4.0199911E-03   0.000000      0.1358000       0.000000      3.0455049E-02   0.000000       0.000000       0.000000      3.0455049E-02   0.000000      3.0455049E-02   0.000000      0.1437000      6.0388931E-02   0.000000       0.000000      8.3311071E-02  5.3776428E-17   1.962968      -1.962968    
  3073  0.2133834       0.000000      3.3032782E-03   0.000000     -2.9243365E-02   0.000000     -3.3432335E-03   0.000000      4.9000001E-02   0.000000      2.4928442E-02   0.000000       0.000000       0.000000      2.4928442E-02   0.000000      2.4928442E-02   0.000000      0.1440500      5.6658158E-02   0.000000       0.000000      8.7391843E-02  1.3877788E-17   1.812570      -1.812570    
  3103  0.1448954       0.000000      5.8786547E-04   0.000000     -6.8487936E-02   0.000000     -2.7154127E-03   0.000000       0.000000       0.000000      1.1218862E-02   0.000000       0.000000       0.000000      1.1218862E-02   0.000000      1.1218862E-02   0.000000      0.1959000      5.9984486E-02   0.000000       0.000000      0.1359155      1.9081958E-17   1.431745      -1.431745    
  3134  0.1011008       0.000000      1.0928884E-04   0.000000     -4.3794622E-02   0.000000     -4.7857663E-04   0.000000       0.000000       0.000000      1.9523681E-03   0.000000       0.000000       0.000000      1.9523681E-03   0.000000      1.9523681E-03   0.000000      0.2056000      4.2320830E-02   0.000000       0.000000      0.1632792      6.4293189E-17   1.156092      -1.156092    
  3165  7.0032198E-02   0.000000      2.0425188E-05   0.000000     -3.1068597E-02   0.000000     -8.8863653E-05   0.000000      4.0000002E-04   0.000000      3.7528485E-04   0.000000       0.000000       0.000000      3.7528485E-04   0.000000      3.7528485E-04   0.000000      0.2218000      3.1182176E-02   0.000000       0.000000      0.1906178      4.6620693E-18  0.9339723     -0.9339723    
  3195  0.1463731       0.000000      1.0062501E-04   0.000000      7.6340922E-02   0.000000      8.0199823E-05   0.000000      0.1014000       0.000000      8.9209977E-05   0.000000       0.000000       0.000000      8.9209977E-05   0.000000      8.9209977E-05   0.000000      0.2237500      2.4889672E-02   0.000000       0.000000      0.1988603     -8.7684851E-18   1.440508      -1.440508    
  3226  0.1429124       0.000000      4.1406904E-04   0.000000     -3.4607457E-03   0.000000      3.1344403E-04   0.000000      3.3000000E-02   0.000000      2.7273660E-03   0.000000       0.000000       0.000000      2.7273660E-03   0.000000      2.7273660E-03   0.000000      0.1349000      3.3419936E-02   0.000000       0.000000      0.1014801     -5.2312755E-17   1.419937      -1.419937    
  3256  0.1338738       0.000000      2.0337327E-04   0.000000     -9.0385996E-03   0.000000     -2.1069577E-04   0.000000      2.7800001E-02   0.000000      2.1066203E-03   0.000000       0.000000       0.000000      2.1066203E-03   0.000000      2.1066203E-03   0.000000      0.1582000      3.4942676E-02   0.000000       0.000000      0.1232573     -4.3476507E-17   1.365411      -1.365411    
  3287  0.1587534       0.000000      6.7914164E-04   0.000000      2.4879580E-02   0.000000      4.7576837E-04   0.000000      5.5000002E-02   0.000000      3.0947072E-03   0.000000       0.000000       0.000000      3.0947072E-03   0.000000      3.0947072E-03   0.000000      0.1034000      2.6549947E-02   0.000000       0.000000      7.6850055E-02  4.8409627E-17   1.512823      -1.512823    
  3318  0.1904582       0.000000      1.3669463E-03   0.000000      3.1704823E-02   0.000000      6.8780462E-04   0.000000      8.6800002E-02   0.000000      5.8754088E-03   0.000000       0.000000       0.000000      5.8754088E-03   0.000000      5.8754088E-03   0.000000      0.1645500      4.8531965E-02   0.000000       0.000000      0.1160180      3.8597597E-17   1.690162      -1.690162    
  3346  0.1815914       0.000000      1.5975522E-03   0.000000     -8.8667398E-03   0.000000      2.3060594E-04   0.000000      7.0199999E-02   0.000000      1.6236001E-02   0.000000       0.000000       0.000000      1.6236001E-02   0.000000      1.6236001E-02   0.000000      0.1676000      6.2600132E-02   0.000000       0.000000      0.1049999      7.7628876E-17   1.641589      -1.641589    
  3377  0.1634849       0.000000      6.2794302E-04   0.000000     -1.8106562E-02   0.000000     -9.6960918E-04   0.000000      4.3599999E-02   0.000000      6.1822576E-03   0.000000       0.000000       0.000000      6.1822576E-03   0.000000      6.1822576E-03   0.000000      0.2064500      5.6493913E-02   0.000000       0.000000      0.1499561     -6.9822620E-17   1.539968      -1.539968    
  3407  0.1417636       0.000000      4.8180976E-04   0.000000     -2.1721294E-02   0.000000     -1.4613325E-04   0.000000      3.7000001E-02   0.000000      3.3796895E-03   0.000000       0.000000       0.000000      3.3796895E-03   0.000000      3.3796895E-03   0.000000      0.2201000      5.5487739E-02   0.000000       0.000000      0.1646123     -6.3588457E-17   1.413072      -1.413072    
  3438  8.6675659E-02   0.000000      5.9228049E-05   0.000000     -5.5087923E-02   0.000000     -4.2258171E-04   0.000000      4.8000001E-03   0.000000      1.5070865E-03   0.000000       0.000000       0.000000      1.5070865E-03   0.000000      1.5070865E-03   0.000000      0.3152606      5.8803418E-02   0.000000       0.000000      0.2564572     -2.1846674E-17   1.056573      -1.056573    
  3468  7.1393346E-02   0.000000      2.2714338E-05   0.000000     -1.5282313E-02   0.000000     -3.6513711E-05   0.000000      4.0000000E-03   0.000000      2.0549252E-04   0.000000       0.000000       0.000000      2.0549252E-04   0.000000      2.0549252E-04   0.000000      0.1475394      1.9113334E-02   0.000000       0.000000      0.1284261     -6.3019251E-18  0.9443727     -0.9443727    
  3499  5.0482336E-02   0.000000      4.5479552E-06   0.000000     -2.0911010E-02   0.000000     -1.8166383E-05   0.000000      1.0000000E-03   0.000000      7.5509940E-05   0.000000       0.000000       0.000000      7.5509940E-05   0.000000      7.5509940E-05   0.000000      0.2226000      2.1853666E-02   0.000000       0.000000      0.2007463      3.4606378E-17  0.7750129     -0.7750129    
  3530  3.7310978E-02   0.000000      1.0898359E-06   0.000000     -1.3171359E-02   0.000000     -3.4581194E-06   0.000000       0.000000       0.000000      1.5654556E-05   0.000000       0.000000       0.000000      1.5654556E-05   0.000000      1.5654556E-05   0.000000      0.1862182      1.3159162E-02   0.000000       0.000000      0.1730590     -1.3119693E-17  0.6541034     -0.6541034    
  3560  3.8383970E-02   0.000000      1.1635286E-06   0.000000      1.0729926E-03   0.000000      7.3692725E-08   0.000000      1.6000001E-03   0.000000      6.3626657E-06   0.000000       0.000000       0.000000      6.3626657E-06   0.000000      6.3626657E-06   0.000000      8.6142126E-03  5.2057120E-04   0.000000       0.000000      8.0936414E-03  5.5088905E-18  0.6645228     -0.6645228    
  3591  5.8580441E-02   0.000000      7.9436378E-06   0.000000      2.0196471E-02   0.000000      6.7801093E-06   0.000000      2.0800000E-02   0.000000      1.5463121E-05   0.000000       0.000000       0.000000      1.5463121E-05   0.000000      1.5463121E-05   0.000000      7.7718310E-03  5.8128622E-04   0.000000       0.000000      7.1905448E-03  9.7866187E-18  0.8432628     -0.8432628    
  3621  7.3445100E-02   0.000000      1.8198059E-05   0.000000      1.4864659E-02   0.000000      1.0254421E-05   0.000000      1.5800000E-02   0.000000      5.0386451E-05   0.000000       0.000000       0.000000      5.0386451E-05   0.000000      5.0386451E-05   0.000000      8.5457747E-03  8.7470013E-04   0.000000       0.000000      7.6710746E-03 -9.2428235E-18  0.9599129     -0.9599129    
  3652  0.3404441       0.000000      1.5350968E-02   0.000000      0.2669990       0.000000      1.5332770E-02   0.000000      0.2898000       0.000000      3.5253808E-03   0.000000       0.000000       0.000000      3.5253808E-03   0.000000      3.5253808E-03   0.000000      1.6612281E-02  3.9428737E-03   0.000000       0.000000      1.2669407E-02 -3.8163916E-17   2.431316      -2.431316    
 
 total                                                                                                                           5.631200       0.000000       1.661687       0.000000       0.000000       0.000000       1.661687       0.000000       1.661687       0.000000       15.30166       3.863718       0.000000       0.000000       11.43794     -1.1548443E-15
