  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
     0  0.2500000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      0.1250000E-04   99.99999    
    31  0.4875208      0.2988240       0.000000      0.2375208      0.2988240       0.000000      0.7080000E-01   2.024228       1.543742       0.000000       1.543742       2.024228     -0.4804856       0.000000      0.7645000E-01  0.1494084E-01  0.6150916E-01  0.1554312E-14  0.1250000E-04   99.99999    
    60  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.6800000E-02   1.744595       1.733179       0.000000       1.733179       1.744595     -0.1141640E-01   0.000000      0.9310000E-01  0.1821640E-01  0.7488360E-01  0.5898060E-15  0.1250000E-04   99.99999    
    91  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.2180000E-01   1.853929       1.852709       0.000000       1.852709       1.853929     -0.1219972E-02   0.000000      0.1176500      0.2301997E-01  0.9463003E-01  0.1228184E-14  0.1250000E-04   99.99999    
   121  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.1452000       1.668836       1.792944       0.000000       1.792944       1.668836      0.1241073       0.000000      0.1078000      0.2109267E-01  0.8670733E-01  0.7702172E-15  0.1250000E-04   99.99999    
   152  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.5680000E-01   1.828663       1.852709       0.000000       1.852709       1.828663      0.2404570E-01   0.000000      0.1674000      0.3275430E-01  0.1346457      0.1727785E-14  0.1250000E-04   99.99999    
   182  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.6000000E-03   1.846778       1.792944       0.000000       1.792944       1.846778     -0.5383397E-01   0.000000      0.2782000      0.5443397E-01  0.2237660      0.1249001E-14  0.1250000E-04   99.99999    
   213  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000       0.000000       1.905538       1.852709       0.000000       1.852709       1.905538     -0.5282951E-01   0.000000      0.2700000      0.5282951E-01  0.2171705      0.9159340E-15  0.1250000E-04   99.99999    
   244  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.4000000E-03   1.899064       1.852709       0.000000       1.852709       1.899064     -0.4635575E-01   0.000000      0.2389583      0.4675575E-01  0.1922026      0.1741662E-14  0.1250000E-04   99.99999    
   274  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.1640000E-01   1.808533       1.792944       0.000000       1.792944       1.808533     -0.1558958E-01   0.000000      0.1634917      0.3198958E-01  0.1315021      0.1450229E-14  0.1250000E-04   99.99999    
   305  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.1300000E-01   1.862817       1.852709       0.000000       1.852709       1.862817     -0.1010802E-01   0.000000      0.1181000      0.2310802E-01  0.9499198E-01  0.8049117E-15  0.1250000E-04   99.99999    
   335  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.4840000E-01   1.757458       1.792944       0.000000       1.792944       1.757458      0.3548612E-01   0.000000      0.6600000E-01  0.1291388E-01  0.5308612E-01  0.1139713E-14  0.1250000E-04   99.99999    
   366  0.4875208      0.2988240       0.000000       0.000000       0.000000       0.000000      0.2014000       1.674345       1.863043       0.000000       1.863043       1.674345      0.1886977       0.000000      0.6490000E-01  0.1270226E-01  0.5219774E-01  0.2088607E-14  0.1250000E-04   99.99999    
