  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
     0  0.2500000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      0.1250000E-04   99.99999    
    31  0.3953529      0.6749181E-01   0.000000      0.1453529      0.6749181E-01   0.000000      0.7080000E-01  0.5058478      0.3514253       0.000000      0.3514253      0.5058478     -0.1544225       0.000000      0.7645000E-01  0.1237781E-01  0.6407219E-01  0.1929013E-14  0.1250000E-04   99.99999    
    60  0.3953529      0.6686538E-01   0.000000       0.000000     -0.6264299E-03   0.000000      0.6800000E-02  0.3960723      0.3884456       0.000000      0.3884456      0.3960723     -0.7626639E-02   0.000000      0.9310000E-01  0.1505307E-01  0.7804693E-01  0.1646253E-14  0.1250000E-04   99.99999    
    91  0.3953529      0.6686538E-01   0.000000       0.000000       0.000000       0.000000      0.2180000E-01  0.4117878      0.4145654       0.000000      0.4145654      0.4117878      0.2777512E-02   0.000000      0.1176500      0.1902249E-01  0.9862751E-01  0.2688821E-14  0.1250000E-04   99.99999    
   121  0.4209862      0.6982500E-01   0.000000      0.2563327E-01  0.2959619E-02   0.000000      0.1452000      0.3078022      0.4069098       0.000000      0.4069098      0.3078022      0.9910760E-01   0.000000      0.1078000      0.1749952E-01  0.9030048E-01  0.1741662E-14  0.1250000E-04   99.99999    
   152  0.3953529      0.6686538E-01   0.000000     -0.2563327E-01 -0.2959619E-02   0.000000      0.5680000E-01  0.3652597      0.4234924       0.000000      0.4234924      0.3652597      0.5823269E-01   0.000000      0.1674000      0.2716020E-01  0.1402398      0.3174544E-14  0.1250000E-04   99.99999    
   182  0.3953529      0.6686538E-01   0.000000       0.000000       0.000000       0.000000      0.6000000E-03  0.4455736      0.4011923       0.000000      0.4011923      0.4455736     -0.4438135E-01   0.000000      0.2782000      0.4498135E-01  0.2332186      0.2435552E-14  0.1250000E-04   99.99999    
   213  0.3953529      0.6686538E-01   0.000000       0.000000       0.000000       0.000000       0.000000      0.4582209      0.4145654       0.000000      0.4145654      0.4582209     -0.4365552E-01   0.000000      0.2700000      0.4365552E-01  0.2263445      0.2581269E-14  0.1250000E-04   99.99999    
   244  0.3953529      0.6686538E-01   0.000000       0.000000       0.000000       0.000000      0.4000000E-03  0.4528018      0.4145654       0.000000      0.4145654      0.4528018     -0.3823648E-01   0.000000      0.2389583      0.3863648E-01  0.2003219      0.2955969E-14  0.1250000E-04   99.99999    
   274  0.3953529      0.6686538E-01   0.000000       0.000000       0.000000       0.000000      0.1640000E-01  0.4112268      0.4011923       0.000000      0.4011923      0.4112268     -0.1003449E-01   0.000000      0.1634917      0.2643449E-01  0.1370572      0.2470246E-14  0.1250000E-04   99.99999    
