  days     volume       vol_drain     vol_macro      delta_vol      del_vol_drain  del_vol_macro  rainfall       irrigation     recharge       macro_rech     total_rech     gw_withdrawal  net_recharge   runoff         pot_evap       evaporation    gw_pot_evap     balance        elevation      depth-to-water
     0  0.2500000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000      0.1250000E-04   99.99999    
    31  0.2688597      0.9641307E-02   0.000000      0.1885966E-01  0.9641307E-02   0.000000      0.7080000E-01  0.3486357E-02  0.3756863E-01   0.000000      0.3756863E-01  0.3486357E-02  0.3408227E-01   0.000000      0.7645000E-01  0.8216755E-02  0.6823325E-01  0.3660267E-15  0.1250000E-04   99.99999    
    60  0.2410033      0.5323102E-02   0.000000     -0.2785641E-01 -0.4318205E-02   0.000000      0.6800000E-02  0.1305437E-01  0.4241534E-01   0.000000      0.4241534E-01  0.1305437E-01  0.2936097E-01   0.000000      0.9310000E-01  0.9613651E-02  0.8348635E-01  0.9350160E-15  0.1250000E-04   99.99999    
    91  0.2502101      0.5676918E-02   0.000000      0.9206879E-02  0.3538165E-03   0.000000      0.2180000E-01  0.3268400E-01  0.3322051E-01   0.000000      0.3322051E-01  0.3268400E-01  0.5365104E-03   0.000000      0.1176500      0.1170279E-01  0.1059472      0.1325329E-14  0.1250000E-04   99.99999    
   121  0.3125876      0.1107076E-01   0.000000      0.6237743E-01  0.5393838E-02   0.000000      0.1452000       0.000000      0.6486877E-01   0.000000      0.6486877E-01   0.000000      0.6486877E-01   0.000000      0.1078000      0.1255996E-01  0.9524004E-01 -0.1387779E-16  0.1250000E-04   99.99999    
   152  0.2606762      0.8745900E-02   0.000000     -0.5191138E-01 -0.2324856E-02   0.000000      0.5680000E-01   0.000000      0.9100998E-01   0.000000      0.9100998E-01   0.000000      0.9100998E-01   0.000000      0.1674000      0.2002625E-01  0.1473738      0.9419548E-15  0.1250000E-04   99.99999    
   182  0.2410033      0.5323102E-02   0.000000     -0.1967293E-01 -0.3422798E-02   0.000000      0.6000000E-03  0.4159707E-01  0.3744163E-01   0.000000      0.3744163E-01  0.4159707E-01 -0.4155449E-02   0.000000      0.2782000      0.2785117E-01  0.2503488      0.6314393E-15  0.1250000E-04   99.99999    
   213  0.2410033      0.5323102E-02   0.000000       0.000000       0.000000       0.000000       0.000000      0.5975356E-01  0.3300323E-01   0.000000      0.3300323E-01  0.5975356E-01 -0.2675033E-01   0.000000      0.2700000      0.2675033E-01  0.2432497      0.1405126E-14  0.1250000E-04   99.99999    
   244  0.2410033      0.5323102E-02   0.000000       0.000000       0.000000       0.000000      0.4000000E-03  0.5627809E-01  0.3300323E-01   0.000000      0.3300323E-01  0.5627809E-01 -0.2327487E-01   0.000000      0.2389583      0.2367487E-01  0.2152835      0.1557782E-14  0.1250000E-04   99.99999    
   274  0.2447350      0.5634607E-02   0.000000      0.3731749E-02  0.3115053E-03   0.000000      0.1640000E-01  0.3616074E-01  0.3226596E-01   0.000000      0.3226596E-01  0.3616074E-01 -0.3894778E-02   0.000000      0.1634917      0.1625152E-01  0.1472401      0.1122366E-14  0.1250000E-04   99.99999    
   305  0.2413581      0.5326872E-02   0.000000     -0.3376910E-02 -0.3077343E-03   0.000000      0.1300000E-01  0.2886868E-01  0.3381753E-01   0.000000      0.3381753E-01  0.2886868E-01  0.4948850E-02   0.000000      0.1181000      0.1173579E-01  0.1063642      0.1124101E-14  0.1250000E-04   99.99999    
   335  0.2572578      0.7706340E-02   0.000000      0.1589968E-01  0.2379468E-02   0.000000      0.4840000E-01  0.1303542E-01  0.3640670E-01   0.000000      0.3640670E-01  0.1303542E-01  0.2337128E-01   0.000000      0.6600000E-01  0.6749571E-02  0.5925043E-01 -0.3122502E-16  0.1250000E-04   99.99999    
   366  0.3349205      0.3498938E-01   0.000000      0.7766276E-01  0.2728304E-01   0.000000      0.2014000       0.000000      0.8848613E-01   0.000000      0.8848613E-01   0.000000      0.8848613E-01   0.000000      0.6490000E-01  0.7968073E-02  0.5693193E-01  0.4024558E-15  0.1250000E-04   99.99999    
   397  0.2846773      0.1354511E-01   0.000000     -0.5024323E-01 -0.2144427E-01   0.000000      0.8920000E-01   0.000000      0.1491344       0.000000      0.1491344       0.000000      0.1491344       0.000000      0.9015000E-01  0.1175308E-01  0.7839692E-01 -0.1387779E-15  0.1250000E-04   99.99999    
   425  0.2624927      0.8627182E-02   0.000000     -0.2218459E-01 -0.4917924E-02   0.000000      0.4940000E-01   0.000000      0.6979477E-01   0.000000      0.6979477E-01   0.000000      0.6979477E-01   0.000000      0.5780978E-01  0.6707751E-02  0.5110203E-01  0.3452100E-15  0.1250000E-04   99.99999    
   456  0.2772316      0.1167905E-01   0.000000      0.1473891E-01  0.3051864E-02   0.000000      0.1298000       0.000000      0.1040437       0.000000      0.1040437       0.000000      0.1040437       0.000000      0.6376902E-01  0.7965573E-02  0.5580345E-01  0.3989864E-16  0.1250000E-04   99.99999    
   486  0.2410033      0.5323102E-02   0.000000     -0.3622836E-01 -0.6355945E-02   0.000000      0.6000000E-03  0.1053608E-01  0.4715526E-01   0.000000      0.4715526E-01  0.1053608E-01  0.3661919E-01   0.000000      0.6320380E-01  0.6565120E-02  0.5663868E-01 -0.9974660E-16  0.1250000E-04   99.99999    
   517  0.2410033      0.5323102E-02   0.000000       0.000000       0.000000       0.000000      0.6000000E-03  0.3902663E-01  0.3300323E-01   0.000000      0.3300323E-01  0.3902663E-01 -0.6023398E-02   0.000000      0.6685217E-01  0.6623398E-02  0.6022878E-01  0.1592476E-14  0.1250000E-04   99.99999    
   547  0.2410033      0.5323102E-02   0.000000       0.000000       0.000000       0.000000      0.2000000E-03  0.3829615E-01  0.3193861E-01   0.000000      0.3193861E-01  0.3829615E-01 -0.6357545E-02   0.000000      0.6618750E-01  0.6557545E-02  0.5962995E-01  0.1746867E-14  0.1250000E-04   99.99999    
   578  0.2410033      0.5323102E-02   0.000000       0.000000       0.000000       0.000000       0.000000      0.3993209E-01  0.3300323E-01   0.000000      0.3300323E-01  0.3993209E-01 -0.6928862E-02   0.000000      0.6993533E-01  0.6928862E-02  0.6300646E-01  0.1586405E-14  0.1250000E-04   99.99999    
